id_apolice,id_veiculo,cpf_segurado,data_inicio_vigencia,cobertura
28041,27041,CPF_938,2025-06-26,Terceiros
28042,27042,CPF_687,2025-09-24,Roubo/Furto
28043,27043,CPF_667,2026-01-05,Roubo/Furto
28044,27044,CPF_63,2025-07-28,Terceiros
28045,27045,CPF_867,2025-07-18,Total
28046,27046,CPF_787,2026-03-14,Roubo/Furto
28047,27047,CPF_577,2025-04-10,Total
28048,27048,CPF_935,2025-05-04,Terceiros
28049,27049,CPF_350,2026-01-31,Total
28050,27050,CPF_495,2026-01-29,Total
28051,27051,CPF_670,2025-12-19,Terceiros
28052,27052,CPF_722,2026-02-19,Terceiros
28053,27053,CPF_746,2025-11-01,Total
28054,27054,CPF_781,2025-05-26,Roubo/Furto
28055,27055,CPF_321,2025-07-27,Total
28056,27056,CPF_501,2026-02-17,Total
28057,27057,CPF_206,2025-10-02,Terceiros
28058,27058,CPF_944,2025-04-26,Total
28059,27059,CPF_809,2025-04-17,Roubo/Furto
28060,27060,CPF_254,2025-05-28,Total
28061,27061,CPF_992,2026-03-09,Terceiros
28062,27062,CPF_702,2025-06-25,Roubo/Furto
28063,27063,CPF_835,2025-07-11,Roubo/Furto
28064,27064,CPF_401,2025-08-15,Terceiros
28065,27065,CPF_769,2025-04-12,Roubo/Furto
28066,27066,CPF_2,2025-11-09,Roubo/Furto
28067,27067,CPF_972,2026-03-24,Total
28068,27068,CPF_204,2026-01-24,Roubo/Furto
28069,27069,CPF_645,2025-11-30,Terceiros
28070,27070,CPF_576,2025-10-03,Total
28071,27071,CPF_29,2025-04-09,Total
28072,27072,CPF_297,2025-05-16,Total
28073,27073,CPF_971,2026-01-27,Total
28074,27074,CPF_751,2025-12-29,Total
28075,27075,CPF_313,2025-12-01,Terceiros
28076,27076,CPF_321,2026-02-16,Total
28077,27077,CPF_866,2025-12-01,Roubo/Furto
28078,27078,CPF_638,2025-04-17,Terceiros
28079,27079,CPF_155,2025-07-13,Roubo/Furto
28080,27080,CPF_195,2025-11-22,Terceiros
28081,27081,CPF_420,2025-11-13,Terceiros
28082,27082,CPF_558,2026-03-19,Terceiros
28083,27083,CPF_707,2025-09-20,Total
28084,27084,CPF_284,2025-08-07,Terceiros
28085,27085,CPF_579,2025-12-03,Roubo/Furto
28086,27086,CPF_559,2025-09-03,Terceiros
28087,27087,CPF_673,2026-02-15,Total
28088,27088,CPF_808,2025-07-24,Roubo/Furto
28089,27089,CPF_875,2025-12-25,Roubo/Furto
28090,27090,CPF_399,2026-01-27,Roubo/Furto
28091,27091,CPF_516,2025-05-30,Terceiros
28092,27092,CPF_573,2025-06-11,Terceiros
28093,27093,CPF_598,2026-01-05,Total
28094,27094,CPF_749,2025-07-27,Total
28095,27095,CPF_54,2025-12-06,Total
28096,27096,CPF_543,2025-07-03,Total
28097,27097,CPF_359,2025-10-13,Roubo/Furto
28098,27098,CPF_950,2025-09-27,Roubo/Furto
28099,27099,CPF_663,2025-10-17,Roubo/Furto
28100,27100,CPF_280,2025-05-08,Terceiros
28101,27101,CPF_430,2025-09-28,Roubo/Furto
28102,27102,CPF_813,2025-09-07,Roubo/Furto
28103,27103,CPF_723,2025-05-26,Total
28104,27104,CPF_336,2025-10-01,Total
28105,27105,CPF_304,2025-06-22,Roubo/Furto
28106,27106,CPF_454,2025-05-18,Total
28107,27107,CPF_18,2025-08-19,Total
28108,27108,CPF_275,2025-11-03,Roubo/Furto
28109,27109,CPF_746,2026-01-25,Total
28110,27110,CPF_812,2025-07-14,Roubo/Furto
28111,27111,CPF_558,2025-09-10,Total
28112,27112,CPF_695,2025-06-04,Roubo/Furto
28113,27113,CPF_351,2025-12-11,Terceiros
28114,27114,CPF_826,2025-06-29,Total
28115,27115,CPF_426,2025-06-15,Terceiros
28116,27116,CPF_759,2025-12-05,Roubo/Furto
28117,27117,CPF_695,2025-07-09,Total
28118,27118,CPF_729,2025-10-28,Terceiros
28119,27119,CPF_587,2025-05-21,Terceiros
28120,27120,CPF_221,2026-02-13,Terceiros
28121,27121,CPF_302,2025-04-16,Total
28122,27122,CPF_425,2025-06-30,Terceiros
28123,27123,CPF_884,2025-12-04,Terceiros
28124,27124,CPF_630,2025-10-19,Total
28125,27125,CPF_357,2025-12-13,Total
28126,27126,CPF_584,2026-01-06,Roubo/Furto
28127,27127,CPF_589,2025-12-26,Total
28128,27128,CPF_100,2025-06-13,Total
28129,27129,CPF_842,2026-03-14,Terceiros
28130,27130,CPF_395,2026-03-18,Total
28131,27131,CPF_17,2025-10-14,Terceiros
28132,27132,CPF_162,2025-11-18,Total
28133,27133,CPF_32,2026-02-14,Terceiros
28134,27134,CPF_544,2026-02-18,Total
28135,27135,CPF_352,2026-03-19,Roubo/Furto
28136,27136,CPF_53,2026-01-04,Terceiros
28137,27137,CPF_196,2025-09-11,Total
28138,27138,CPF_984,2026-03-05,Total
28139,27139,CPF_709,2025-09-23,Terceiros
28140,27140,CPF_667,2025-10-09,Roubo/Furto
28141,27141,CPF_812,2025-09-21,Terceiros
28142,27142,CPF_802,2025-04-07,Roubo/Furto
28143,27143,CPF_10,2026-01-07,Total
28144,27144,CPF_910,2026-02-09,Total
28145,27145,CPF_634,2025-11-18,Terceiros
28146,27146,CPF_653,2026-02-25,Roubo/Furto
28147,27147,CPF_608,2025-07-14,Total
28148,27148,CPF_221,2025-12-04,Roubo/Furto
28149,27149,CPF_81,2025-12-26,Roubo/Furto
28150,27150,CPF_692,2025-11-21,Roubo/Furto
28151,27151,CPF_116,2025-12-26,Total
28152,27152,CPF_506,2025-10-31,Terceiros
28153,27153,CPF_799,2025-04-24,Roubo/Furto
28154,27154,CPF_517,2025-06-08,Terceiros
28155,27155,CPF_56,2025-05-14,Terceiros
28156,27156,CPF_872,2026-03-14,Roubo/Furto
28157,27157,CPF_709,2026-01-05,Total
28158,27158,CPF_263,2026-04-01,Terceiros
28159,27159,CPF_966,2025-08-04,Roubo/Furto
28160,27160,CPF_127,2025-05-12,Total
28161,27161,CPF_848,2025-11-28,Roubo/Furto
28162,27162,CPF_597,2025-09-28,Total
28163,27163,CPF_447,2025-09-21,Total
28164,27164,CPF_352,2026-01-16,Total
28165,27165,CPF_7,2025-05-07,Total
28166,27166,CPF_486,2025-06-14,Terceiros
28167,27167,CPF_453,2025-05-21,Terceiros
28168,27168,CPF_2,2025-05-12,Total
28169,27169,CPF_150,2025-12-12,Terceiros
28170,27170,CPF_868,2025-08-24,Roubo/Furto
28171,27171,CPF_239,2026-02-23,Terceiros
28172,27172,CPF_955,2025-07-17,Total
28173,27173,CPF_384,2025-09-05,Terceiros
28174,27174,CPF_177,2025-11-14,Terceiros
28175,27175,CPF_668,2025-08-01,Total
28176,27176,CPF_974,2025-08-23,Roubo/Furto
28177,27177,CPF_987,2026-02-05,Roubo/Furto
28178,27178,CPF_356,2025-05-30,Terceiros
28179,27179,CPF_774,2025-10-22,Total
28180,27180,CPF_554,2025-12-14,Roubo/Furto
28181,27181,CPF_236,2026-02-24,Terceiros
28182,27182,CPF_74,2025-11-29,Total
28183,27183,CPF_936,2025-08-29,Roubo/Furto
28184,27184,CPF_498,2025-09-25,Roubo/Furto
28185,27185,CPF_938,2025-10-20,Total
28186,27186,CPF_521,2025-09-06,Total
28187,27187,CPF_191,2026-01-26,Terceiros
28188,27188,CPF_249,2025-05-25,Terceiros
28189,27189,CPF_68,2025-08-03,Terceiros
28190,27190,CPF_584,2025-10-17,Roubo/Furto
28191,27191,CPF_632,2025-04-12,Roubo/Furto
28192,27192,CPF_989,2026-02-24,Roubo/Furto
28193,27193,CPF_802,2025-06-18,Roubo/Furto
28194,27194,CPF_316,2025-11-05,Terceiros
28195,27195,CPF_781,2025-05-28,Total
28196,27196,CPF_596,2025-05-30,Terceiros
28197,27197,CPF_758,2025-12-17,Roubo/Furto
28198,27198,CPF_216,2025-08-27,Terceiros
28199,27199,CPF_148,2025-12-01,Terceiros
28200,27200,CPF_811,2025-04-08,Roubo/Furto
28201,27201,CPF_830,2025-06-12,Terceiros
28202,27202,CPF_859,2025-08-31,Roubo/Furto
28203,27203,CPF_637,2025-09-16,Terceiros
28204,27204,CPF_796,2026-01-12,Roubo/Furto
28205,27205,CPF_113,2025-09-10,Roubo/Furto
28206,27206,CPF_460,2026-03-28,Total
28207,27207,CPF_659,2025-07-28,Total
28208,27208,CPF_948,2026-01-01,Roubo/Furto
28209,27209,CPF_529,2025-11-02,Total
28210,27210,CPF_148,2025-11-07,Terceiros
28211,27211,CPF_981,2025-07-30,Total
28212,27212,CPF_103,2025-10-23,Terceiros
28213,27213,CPF_5,2025-08-15,Terceiros
28214,27214,CPF_586,2026-03-12,Terceiros
28215,27215,CPF_468,2025-07-21,Total
28216,27216,CPF_817,2026-04-03,Total
28217,27217,CPF_3,2025-12-06,Terceiros
28218,27218,CPF_548,2025-09-22,Total
28219,27219,CPF_379,2025-06-09,Roubo/Furto
28220,27220,CPF_339,2025-08-15,Roubo/Furto
28221,27221,CPF_123,2025-12-04,Terceiros
28222,27222,CPF_468,2025-12-03,Total
28223,27223,CPF_891,2026-02-28,Total
28224,27224,CPF_270,2026-03-03,Terceiros
28225,27225,CPF_126,2025-12-16,Roubo/Furto
28226,27226,CPF_683,2025-04-20,Terceiros
28227,27227,CPF_136,2025-09-01,Roubo/Furto
28228,27228,CPF_737,2025-11-27,Terceiros
28229,27229,CPF_702,2025-05-12,Total
28230,27230,CPF_165,2025-07-25,Terceiros
28231,27231,CPF_644,2026-01-02,Total
28232,27232,CPF_725,2026-01-07,Terceiros
28233,27233,CPF_209,2026-03-08,Terceiros
28234,27234,CPF_620,2026-03-23,Total
28235,27235,CPF_726,2025-06-26,Terceiros
28236,27236,CPF_929,2025-07-24,Roubo/Furto
28237,27237,CPF_188,2025-11-21,Total
28238,27238,CPF_367,2025-06-15,Roubo/Furto
28239,27239,CPF_794,2026-02-22,Terceiros
28240,27240,CPF_832,2026-02-28,Roubo/Furto
28241,27241,CPF_778,2026-03-10,Terceiros
28242,27242,CPF_88,2025-10-07,Terceiros
28243,27243,CPF_972,2025-05-12,Roubo/Furto
28244,27244,CPF_488,2026-01-19,Total
28245,27245,CPF_972,2025-09-27,Total
28246,27246,CPF_820,2026-02-24,Terceiros
28247,27247,CPF_446,2025-11-09,Terceiros
28248,27248,CPF_692,2025-10-04,Total
28249,27249,CPF_164,2025-09-16,Total
28250,27250,CPF_852,2025-11-04,Roubo/Furto
28251,27251,CPF_524,2026-01-29,Total
28252,27252,CPF_623,2025-11-28,Roubo/Furto
28253,27253,CPF_422,2025-08-08,Terceiros
28254,27254,CPF_210,2025-05-29,Terceiros
28255,27255,CPF_732,2025-11-29,Terceiros
28256,27256,CPF_848,2025-07-09,Terceiros
28257,27257,CPF_412,2025-08-01,Terceiros
28258,27258,CPF_334,2026-01-21,Terceiros
28259,27259,CPF_565,2025-12-06,Total
28260,27260,CPF_700,2025-09-25,Roubo/Furto
28261,27261,CPF_996,2026-01-13,Total
28262,27262,CPF_365,2025-07-14,Total
28263,27263,CPF_47,2025-05-13,Roubo/Furto
28264,27264,CPF_471,2025-09-17,Total
28265,27265,CPF_744,2025-07-17,Terceiros
28266,27266,CPF_283,2025-05-27,Total
28267,27267,CPF_176,2025-05-29,Total
28268,27268,CPF_87,2026-03-14,Roubo/Furto
28269,27269,CPF_140,2025-08-18,Total
28270,27270,CPF_561,2025-08-16,Terceiros
28271,27271,CPF_69,2025-09-26,Total
28272,27272,CPF_695,2026-01-06,Roubo/Furto
28273,27273,CPF_713,2025-09-26,Total
28274,27274,CPF_143,2025-10-20,Total
28275,27275,CPF_989,2025-09-16,Terceiros
28276,27276,CPF_484,2026-01-02,Roubo/Furto
28277,27277,CPF_14,2025-04-08,Terceiros
28278,27278,CPF_393,2025-08-15,Terceiros
28279,27279,CPF_138,2026-03-04,Total
28280,27280,CPF_249,2025-04-07,Terceiros
28281,27281,CPF_36,2025-04-15,Terceiros
28282,27282,CPF_747,2025-12-11,Roubo/Furto
28283,27283,CPF_713,2025-12-20,Roubo/Furto
28284,27284,CPF_439,2025-08-25,Roubo/Furto
28285,27285,CPF_534,2025-06-19,Total
28286,27286,CPF_13,2025-11-11,Total
28287,27287,CPF_959,2026-03-07,Total
28288,27288,CPF_53,2025-05-28,Terceiros
28289,27289,CPF_137,2026-03-18,Total
28290,27290,CPF_483,2025-09-14,Total
28291,27291,CPF_647,2025-06-20,Roubo/Furto
28292,27292,CPF_921,2026-03-13,Terceiros
28293,27293,CPF_1,2026-01-25,Roubo/Furto
28294,27294,CPF_287,2026-01-15,Total
28295,27295,CPF_358,2025-06-07,Terceiros
28296,27296,CPF_726,2025-06-30,Roubo/Furto
28297,27297,CPF_124,2026-03-21,Terceiros
28298,27298,CPF_862,2025-06-29,Terceiros
28299,27299,CPF_102,2026-01-13,Terceiros
28300,27300,CPF_795,2025-05-07,Total
28301,27301,CPF_599,2025-08-13,Total
28302,27302,CPF_674,2026-01-01,Terceiros
28303,27303,CPF_433,2025-07-05,Total
28304,27304,CPF_66,2026-02-10,Terceiros
28305,27305,CPF_89,2025-11-03,Total
28306,27306,CPF_886,2026-01-24,Total
28307,27307,CPF_552,2026-01-10,Terceiros
28308,27308,CPF_183,2025-12-29,Terceiros
28309,27309,CPF_77,2025-09-24,Roubo/Furto
28310,27310,CPF_643,2026-01-19,Terceiros
28311,27311,CPF_274,2025-11-29,Roubo/Furto
28312,27312,CPF_875,2025-09-16,Terceiros
28313,27313,CPF_895,2025-04-26,Terceiros
28314,27314,CPF_528,2025-12-30,Roubo/Furto
28315,27315,CPF_136,2026-02-24,Total
28316,27316,CPF_996,2025-11-02,Total
28317,27317,CPF_516,2026-01-03,Terceiros
28318,27318,CPF_669,2025-05-28,Total
28319,27319,CPF_250,2026-02-26,Roubo/Furto
28320,27320,CPF_347,2025-11-13,Total
28321,27321,CPF_311,2025-10-07,Roubo/Furto
28322,27322,CPF_96,2025-08-14,Total
28323,27323,CPF_345,2026-03-02,Roubo/Furto
28324,27324,CPF_765,2025-09-10,Terceiros
28325,27325,CPF_65,2025-11-14,Roubo/Furto
28326,27326,CPF_915,2026-03-10,Total
28327,27327,CPF_79,2026-01-07,Total
28328,27328,CPF_163,2026-03-04,Roubo/Furto
28329,27329,CPF_849,2026-01-20,Roubo/Furto
28330,27330,CPF_426,2025-09-12,Roubo/Furto
28331,27331,CPF_450,2025-07-14,Terceiros
28332,27332,CPF_230,2026-03-25,Roubo/Furto
28333,27333,CPF_840,2025-08-21,Roubo/Furto
28334,27334,CPF_144,2025-05-14,Total
28335,27335,CPF_938,2025-09-14,Terceiros
28336,27336,CPF_334,2026-03-17,Roubo/Furto
28337,27337,CPF_13,2026-03-03,Total
28338,27338,CPF_792,2026-01-01,Total
28339,27339,CPF_806,2025-08-12,Total
28340,27340,CPF_563,2026-02-23,Terceiros
28341,27341,CPF_871,2025-07-20,Total
28342,27342,CPF_122,2025-08-17,Roubo/Furto
28343,27343,CPF_877,2025-06-22,Roubo/Furto
28344,27344,CPF_880,2025-09-23,Roubo/Furto
28345,27345,CPF_888,2025-11-29,Terceiros
28346,27346,CPF_163,2025-10-01,Total
28347,27347,CPF_650,2025-08-07,Total
28348,27348,CPF_115,2026-01-29,Terceiros
28349,27349,CPF_958,2025-04-24,Roubo/Furto
28350,27350,CPF_727,2025-06-03,Total
28351,27351,CPF_996,2025-10-19,Roubo/Furto
28352,27352,CPF_308,2025-04-22,Terceiros
28353,27353,CPF_594,2025-08-12,Roubo/Furto
28354,27354,CPF_737,2026-03-24,Total
28355,27355,CPF_144,2026-02-01,Terceiros
28356,27356,CPF_454,2026-02-13,Terceiros
28357,27357,CPF_385,2025-05-10,Terceiros
28358,27358,CPF_137,2025-11-21,Roubo/Furto
28359,27359,CPF_924,2025-04-07,Terceiros
28360,27360,CPF_448,2025-10-31,Terceiros
28361,27361,CPF_914,2025-08-02,Total
28362,27362,CPF_402,2026-02-18,Total
28363,27363,CPF_639,2025-10-21,Roubo/Furto
28364,27364,CPF_826,2025-05-14,Terceiros
28365,27365,CPF_92,2025-09-18,Terceiros
28366,27366,CPF_187,2025-12-25,Terceiros
28367,27367,CPF_567,2025-04-25,Terceiros
28368,27368,CPF_909,2025-04-16,Total
28369,27369,CPF_863,2025-11-18,Total
28370,27370,CPF_129,2025-12-13,Terceiros
28371,27371,CPF_40,2025-06-25,Roubo/Furto
28372,27372,CPF_974,2025-06-01,Total
28373,27373,CPF_982,2026-03-13,Total
28374,27374,CPF_965,2026-01-18,Terceiros
28375,27375,CPF_49,2026-01-15,Total
28376,27376,CPF_355,2026-02-26,Roubo/Furto
28377,27377,CPF_356,2025-10-16,Total
28378,27378,CPF_833,2025-05-20,Terceiros
28379,27379,CPF_182,2025-11-17,Roubo/Furto
28380,27380,CPF_19,2025-08-19,Total
28381,27381,CPF_293,2025-08-13,Terceiros
28382,27382,CPF_472,2026-01-16,Terceiros
28383,27383,CPF_566,2026-03-01,Total
28384,27384,CPF_916,2026-04-03,Roubo/Furto
28385,27385,CPF_527,2025-06-14,Roubo/Furto
28386,27386,CPF_410,2026-01-27,Total
28387,27387,CPF_820,2025-06-22,Total
28388,27388,CPF_742,2025-07-07,Terceiros
28389,27389,CPF_360,2025-05-13,Roubo/Furto
28390,27390,CPF_861,2025-09-23,Roubo/Furto
28391,27391,CPF_135,2025-08-24,Roubo/Furto
28392,27392,CPF_583,2026-02-09,Roubo/Furto
28393,27393,CPF_832,2025-06-06,Total
28394,27394,CPF_943,2026-02-24,Roubo/Furto
28395,27395,CPF_124,2026-03-21,Roubo/Furto
28396,27396,CPF_235,2026-03-13,Terceiros
28397,27397,CPF_534,2025-12-20,Terceiros
28398,27398,CPF_736,2025-11-03,Roubo/Furto
28399,27399,CPF_838,2025-09-15,Total
28400,27400,CPF_347,2025-06-27,Roubo/Furto
28401,27401,CPF_204,2025-06-17,Roubo/Furto
28402,27402,CPF_296,2025-05-10,Roubo/Furto
28403,27403,CPF_17,2025-12-29,Roubo/Furto
28404,27404,CPF_156,2025-07-26,Terceiros
28405,27405,CPF_754,2025-05-25,Terceiros
28406,27406,CPF_996,2025-09-20,Terceiros
28407,27407,CPF_29,2025-08-08,Total
28408,27408,CPF_278,2025-09-23,Terceiros
28409,27409,CPF_399,2025-04-17,Total
28410,27410,CPF_979,2026-02-09,Total
28411,27411,CPF_367,2025-09-11,Roubo/Furto
28412,27412,CPF_978,2026-03-04,Terceiros
28413,27413,CPF_32,2026-04-01,Total
28414,27414,CPF_514,2026-04-01,Roubo/Furto
28415,27415,CPF_720,2025-12-12,Roubo/Furto
28416,27416,CPF_881,2026-04-03,Terceiros
28417,27417,CPF_369,2025-06-23,Roubo/Furto
28418,27418,CPF_50,2025-06-07,Terceiros
28419,27419,CPF_265,2025-11-01,Roubo/Furto
28420,27420,CPF_848,2025-11-24,Roubo/Furto
28421,27421,CPF_749,2025-10-30,Total
28422,27422,CPF_286,2025-07-07,Roubo/Furto
28423,27423,CPF_2,2026-02-12,Roubo/Furto
28424,27424,CPF_379,2025-05-30,Terceiros
28425,27425,CPF_418,2026-01-16,Roubo/Furto
28426,27426,CPF_544,2025-09-29,Total
28427,27427,CPF_307,2026-01-24,Roubo/Furto
28428,27428,CPF_438,2025-10-28,Total
28429,27429,CPF_509,2026-02-10,Roubo/Furto
28430,27430,CPF_295,2026-03-22,Roubo/Furto
28431,27431,CPF_546,2026-01-17,Roubo/Furto
28432,27432,CPF_547,2026-03-07,Roubo/Furto
28433,27433,CPF_857,2025-08-17,Roubo/Furto
28434,27434,CPF_952,2025-06-17,Total
28435,27435,CPF_950,2025-04-11,Total
28436,27436,CPF_127,2025-06-21,Terceiros
28437,27437,CPF_599,2025-11-04,Roubo/Furto
28438,27438,CPF_413,2025-07-31,Total
28439,27439,CPF_105,2025-07-21,Terceiros
28440,27440,CPF_653,2026-03-19,Roubo/Furto
28441,27441,CPF_42,2025-06-11,Total
28442,27442,CPF_938,2025-09-01,Terceiros
28443,27443,CPF_811,2026-02-19,Roubo/Furto
28444,27444,CPF_506,2025-09-16,Total
28445,27445,CPF_690,2025-09-10,Roubo/Furto
28446,27446,CPF_311,2026-02-05,Total
28447,27447,CPF_383,2025-09-29,Roubo/Furto
28448,27448,CPF_468,2026-03-27,Terceiros
28449,27449,CPF_338,2026-01-12,Roubo/Furto
28450,27450,CPF_210,2025-12-29,Total
28451,27451,CPF_898,2025-10-21,Roubo/Furto
28452,27452,CPF_36,2025-11-09,Roubo/Furto
28453,27453,CPF_10,2025-08-07,Terceiros
28454,27454,CPF_618,2025-09-13,Terceiros
28455,27455,CPF_746,2026-01-09,Terceiros
28456,27456,CPF_934,2025-12-21,Total
28457,27457,CPF_219,2025-09-03,Total
28458,27458,CPF_786,2025-12-23,Roubo/Furto
28459,27459,CPF_837,2026-04-02,Roubo/Furto
28460,27460,CPF_142,2025-08-23,Total
28461,27461,CPF_62,2026-03-03,Terceiros
28462,27462,CPF_953,2025-10-30,Total
28463,27463,CPF_278,2026-03-19,Terceiros
28464,27464,CPF_724,2025-10-02,Terceiros
28465,27465,CPF_917,2025-05-10,Roubo/Furto
28466,27466,CPF_424,2026-01-30,Roubo/Furto
28467,27467,CPF_664,2026-03-18,Total
28468,27468,CPF_363,2026-03-16,Roubo/Furto
28469,27469,CPF_625,2025-07-28,Total
28470,27470,CPF_174,2025-07-07,Terceiros
28471,27471,CPF_269,2025-10-26,Roubo/Furto
28472,27472,CPF_940,2025-08-13,Total
28473,27473,CPF_414,2025-05-06,Terceiros
28474,27474,CPF_531,2025-12-03,Terceiros
28475,27475,CPF_228,2026-02-26,Roubo/Furto
28476,27476,CPF_313,2025-10-23,Roubo/Furto
28477,27477,CPF_288,2026-01-12,Total
28478,27478,CPF_461,2025-11-25,Terceiros
28479,27479,CPF_351,2025-07-07,Roubo/Furto
28480,27480,CPF_593,2025-06-29,Total
28481,27481,CPF_831,2025-07-16,Terceiros
28482,27482,CPF_899,2025-04-10,Terceiros
28483,27483,CPF_395,2025-06-27,Roubo/Furto
28484,27484,CPF_818,2025-05-29,Terceiros
28485,27485,CPF_948,2025-10-29,Roubo/Furto
28486,27486,CPF_594,2026-01-24,Total
28487,27487,CPF_430,2025-06-29,Total
28488,27488,CPF_679,2025-05-25,Roubo/Furto
28489,27489,CPF_931,2026-01-23,Roubo/Furto
28490,27490,CPF_272,2026-02-23,Terceiros
28491,27491,CPF_811,2025-06-10,Terceiros
28492,27492,CPF_491,2025-08-14,Roubo/Furto
28493,27493,CPF_397,2026-04-05,Roubo/Furto
28494,27494,CPF_17,2025-12-27,Total
28495,27495,CPF_765,2025-08-27,Terceiros
28496,27496,CPF_405,2025-12-14,Roubo/Furto
28497,27497,CPF_280,2025-05-31,Roubo/Furto
28498,27498,CPF_873,2025-08-07,Terceiros
28499,27499,CPF_895,2025-08-11,Roubo/Furto
28500,27500,CPF_392,2025-07-10,Total
28501,27501,CPF_756,2025-05-28,Terceiros
28502,27502,CPF_83,2026-02-23,Roubo/Furto
28503,27503,CPF_627,2025-06-06,Total
28504,27504,CPF_398,2025-08-11,Terceiros
28505,27505,CPF_163,2026-01-28,Total
28506,27506,CPF_557,2026-03-23,Roubo/Furto
28507,27507,CPF_323,2025-10-02,Total
28508,27508,CPF_131,2025-06-09,Roubo/Furto
28509,27509,CPF_698,2025-06-18,Total
28510,27510,CPF_887,2026-04-03,Terceiros
28511,27511,CPF_839,2025-10-02,Roubo/Furto
28512,27512,CPF_929,2026-01-26,Roubo/Furto
28513,27513,CPF_352,2025-07-03,Terceiros
28514,27514,CPF_498,2026-01-05,Terceiros
28515,27515,CPF_492,2025-05-03,Terceiros
28516,27516,CPF_47,2026-01-26,Roubo/Furto
28517,27517,CPF_990,2025-06-10,Terceiros
28518,27518,CPF_120,2025-08-25,Roubo/Furto
28519,27519,CPF_239,2025-12-30,Terceiros
28520,27520,CPF_189,2026-02-01,Total
28521,27521,CPF_868,2025-07-24,Total
28522,27522,CPF_967,2025-12-08,Total
28523,27523,CPF_762,2025-05-09,Terceiros
28524,27524,CPF_395,2025-05-17,Terceiros
28525,27525,CPF_123,2025-10-10,Roubo/Furto
28526,27526,CPF_36,2025-12-27,Total
28527,27527,CPF_585,2025-04-08,Total
28528,27528,CPF_908,2026-02-01,Total
28529,27529,CPF_580,2025-09-15,Roubo/Furto
28530,27530,CPF_128,2025-08-21,Total
28531,27531,CPF_24,2025-05-06,Total
28532,27532,CPF_712,2025-09-02,Roubo/Furto
28533,27533,CPF_140,2026-02-10,Roubo/Furto
28534,27534,CPF_377,2025-06-21,Total
28535,27535,CPF_266,2025-10-20,Roubo/Furto
28536,27536,CPF_228,2025-07-20,Roubo/Furto
28537,27537,CPF_62,2025-09-14,Roubo/Furto
28538,27538,CPF_370,2025-11-17,Roubo/Furto
28539,27539,CPF_28,2025-06-08,Total
28540,27540,CPF_284,2025-04-30,Roubo/Furto
28541,27541,CPF_135,2025-11-09,Roubo/Furto
28542,27542,CPF_8,2025-12-09,Total
28543,27543,CPF_294,2025-09-05,Total
28544,27544,CPF_610,2026-02-23,Roubo/Furto
28545,27545,CPF_296,2026-01-27,Terceiros
28546,27546,CPF_693,2025-11-18,Roubo/Furto
28547,27547,CPF_743,2025-07-28,Terceiros
28548,27548,CPF_152,2025-09-21,Terceiros
28549,27549,CPF_864,2025-09-10,Roubo/Furto
28550,27550,CPF_91,2025-12-26,Total
28551,27551,CPF_113,2025-08-23,Roubo/Furto
28552,27552,CPF_829,2025-12-01,Total
28553,27553,CPF_182,2025-05-21,Total
28554,27554,CPF_530,2025-11-07,Terceiros
28555,27555,CPF_192,2026-03-22,Roubo/Furto
28556,27556,CPF_287,2025-04-19,Roubo/Furto
28557,27557,CPF_591,2025-12-28,Roubo/Furto
28558,27558,CPF_664,2026-01-28,Terceiros
28559,27559,CPF_240,2025-12-07,Total
28560,27560,CPF_690,2025-08-24,Total
28561,27561,CPF_510,2025-05-09,Terceiros
28562,27562,CPF_382,2025-09-29,Roubo/Furto
28563,27563,CPF_653,2025-07-29,Terceiros
28564,27564,CPF_164,2025-05-06,Total
28565,27565,CPF_625,2025-12-28,Total
28566,27566,CPF_101,2025-10-12,Total
28567,27567,CPF_707,2025-08-09,Total
28568,27568,CPF_65,2025-09-21,Total
28569,27569,CPF_968,2025-12-10,Total
28570,27570,CPF_649,2025-09-12,Total
28571,27571,CPF_971,2025-06-23,Terceiros
28572,27572,CPF_236,2025-09-12,Total
28573,27573,CPF_126,2026-02-23,Terceiros
28574,27574,CPF_221,2026-03-23,Total
28575,27575,CPF_132,2025-05-23,Total
28576,27576,CPF_937,2025-09-20,Terceiros
28577,27577,CPF_414,2025-05-24,Roubo/Furto
28578,27578,CPF_754,2026-02-06,Total
28579,27579,CPF_833,2025-06-10,Total
28580,27580,CPF_980,2025-08-29,Roubo/Furto
28581,27581,CPF_110,2025-07-28,Terceiros
28582,27582,CPF_895,2025-06-26,Roubo/Furto
28583,27583,CPF_66,2025-09-19,Total
28584,27584,CPF_832,2025-04-09,Terceiros
28585,27585,CPF_786,2025-07-31,Roubo/Furto
28586,27586,CPF_683,2025-07-18,Roubo/Furto
28587,27587,CPF_777,2025-12-21,Roubo/Furto
28588,27588,CPF_319,2025-05-27,Terceiros
28589,27589,CPF_378,2025-08-08,Roubo/Furto
28590,27590,CPF_976,2025-11-29,Total
28591,27591,CPF_167,2026-01-04,Total
28592,27592,CPF_942,2026-01-13,Roubo/Furto
28593,27593,CPF_945,2026-01-18,Terceiros
28594,27594,CPF_193,2025-12-17,Roubo/Furto
28595,27595,CPF_886,2026-03-24,Total
28596,27596,CPF_736,2026-03-08,Total
28597,27597,CPF_555,2025-10-25,Total
28598,27598,CPF_977,2025-06-13,Total
28599,27599,CPF_913,2026-04-04,Total
